,title,detokenized_title
1439,"['close', 'guard', 'sweep', 'scissor', 'sweep.mov']",close guard sweep scissor sweep.mov
1440,"['close', 'guard', 'armbar', 'defense.mov']",close guard armbar defense.mov
1441,"['close', 'guard', 'submission', 'basic', 'armbar.mov']",close guard submission basic armbar.mov
1442,"['close', 'guard', 'submission', 'cross', 'collar', 'choke.mov']",close guard submission cross collar choke.mov
1443,"['side', 'control', 'submission', 'baseball', 'slide', 'armbar.mov']",side control submission baseball slide armbar.mov
1444,"['mount', 'submission', 'straight', 'arm', 'lock.mov']",mount submission straight arm lock.mov
1445,"['mount', 'submission', 's-armbar.mov']",mount submission s-armbar.mov
1446,"['kesa', 'gatame', 'escape', 'leg', 'hike.mov']",kesa gatame escape leg hike.mov
1447,"['side', 'control', 'submission', 'bow', 'arrow', 'choke.mov']",side control submission bow arrow choke.mov
1448,"['side', 'control', 'submission', 'reverse', 'armbar.mov']",side control submission reverse armbar.mov
1449,"['side', 'control', 'submission', 'far', 'side', 'armbar.mov']",side control submission far side armbar.mov
1450,"['side', 'control', 'escape', 'recompose', 'guard.mov']",side control escape recompose guard.mov
1451,"['kesa', 'gatame', 'escape', 'pelvis', 'butt.mov']",kesa gatame escape pelvis butt.mov
1452,"['side', 'control', 'submission', 'pedron', 'choke.mov']",side control submission pedron choke.mov
1453,"['kesa', 'gatame', 'escape', 'lapel', 'punch.mov']",kesa gatame escape lapel punch.mov
1454,"['side', 'control', 'submission', 'step', 'armbar.mov']",side control submission step armbar.mov
1455,"['side', 'control', 'escape', 'wrestler', 'arm', 'spin.mov']",side control escape wrestler arm spin.mov
1456,"['mount', 'submission', 'ezekiel.mov']",mount submission ezekiel.mov
1457,"['mount', 'submission', 'lazy', 'armbar.mov']",mount submission lazy armbar.mov
1458,"['mount', 'escape', 'mma', 'escape.mov']",mount escape mma escape.mov
1459,"['mount', 'transition', 'break', 'dance.mov']",mount transition break dance.mov
1460,"['power', 'visualization', '.mov']",power visualization .mov
1461,"['mount', 'submission', 'triangle', '.mov']",mount submission triangle .mov
1462,"['side', 'control', 'submission', 'kimura.mov']",side control submission kimura.mov
1463,"['side', 'control', 'reversal', 'shrimp', 'follow', 'reverse', '.mov']",side control reversal shrimp follow reverse .mov
1464,"['side', 'control', 'submission', 'arm', 'triangle.mov']",side control submission arm triangle.mov
1465,"['mount', 'transition', 'knee', 'across', 'hip.mov']",mount transition knee across hip.mov
1466,"['side', 'control', 'escape', 'pummel', 'back.mov']",side control escape pummel back.mov
1467,"['side', 'control', 'submission', 'key', 'lock', 'americana', '.mov']",side control submission key lock americana .mov
1468,"['side', 'control', 'escape', 'hand', 'spear', 'leg', 'tackle', '.mov']",side control escape hand spear leg tackle .mov
1469,"['side', 'control', 'theory', 'side', 'control', 'submission', 'paper', 'cutter.mov']",side control theory side control submission paper cutter.mov
1470,"['mount', 'transition', 'mount', 'side', 'control', '2.mov']",mount transition mount side control 2.mov
1471,"['mount', 'escape', 'bull', 'rider.mov']",mount escape bull rider.mov
1472,"['mount', 'submission', 'arm', 'triangle.mov']",mount submission arm triangle.mov
1473,"['mount', 'escape', 'hip', 'escape']",mount escape hip escape
1474,"['mount', 'submission', 'basic', 'armbar']",mount submission basic armbar
1475,"['mount', 'transition', 'mount', 'side', 'control']",mount transition mount side control
1476,"['mount', 'key', 'lock', 'defense', 'thumb', 'armpit']",mount key lock defense thumb armpit
1477,"['mount', 'escape', 'upa']",mount escape upa
1478,"['mount', 'submission', 'key', 'lock.mov']",mount submission key lock.mov
1479,"['mount', 'submission', 'cross', 'collar', 'choke']",mount submission cross collar choke
1480,"['best', 'takedowns', 'jiu', 'jitsu', '(', 'bjj', ')', 'john', 'danaher']",best takedowns jiu jitsu ( bjj ) john danaher
1481,"['day', 'break', 'arm', 'half', 'jiu', 'jitsu', 'competition', '-', 'big', 'lesson', 'learn']",day break arm half jiu jitsu competition - big lesson learn
1482,"['new', 'bjj', 'triangle', 'choke', 'set', 'mount', 'craig', 'jones']",new bjj triangle choke set mount craig jones
1483,"['nastiest', 'heel', 'hook', 'craig', 'jones', '(', 'use', 'vinny', 'magalhaes', ')']",nastiest heel hook craig jones ( use vinny magalhaes )
1484,"['surprise', 'bjj', 'triangle', 'choke', 'close', 'guard', 'giancarlo', 'bodoni']",surprise bjj triangle choke close guard giancarlo bodoni
1485,"['two', 'effective', '&', 'easy', 'single', 'legs', 'giancarlo', 'bodoni']",two effective & easy single legs giancarlo bodoni
1486,"['unique', 'bjj', 'choke', 'shoulder', 'pin', 'guard', '(', 'williams', 'guard', ')', 'neil', 'melanson']",unique bjj choke shoulder pin guard ( williams guard ) neil melanson
1487,"['tightest', 'bjj', 'arm', 'triangle', 'neil', 'melanson']",tightest bjj arm triangle neil melanson
1488,"['different', 'bjj', 'half', 'guard', 'sweep', 'paul', 'schreiner']",different bjj half guard sweep paul schreiner
1489,"['jiu', 'jitsu', 'clinch', 'close', 'guard', 'paul', 'schreiner']",jiu jitsu clinch close guard paul schreiner
1490,"['solid', 'way', 'go', 'berimbolo', 'nick', 'salles']",solid way go berimbolo nick salles
1491,"['interest', 'way', 'pass', 'bjj', 'half', 'guard', 'gi', 'paul', 'schreiner']",interest way pass bjj half guard gi paul schreiner
1492,"['3', 'important', 'jiu', 'jitsu', 'strangle', '(', 'choke', ')', 'john', 'danaher']",3 important jiu jitsu strangle ( choke ) john danaher
1493,"['ezekiel', 'choke', 'armbar', 'mount', 'karel', '“', 'silver', 'fox', '”', 'pravec']",ezekiel choke armbar mount karel “ silver fox ” pravec
1494,"['good', 'posture', 'control', 'bjj', 'close', 'guard', 'karel', '“', 'silver', 'fox', '”', 'pravec']",good posture control bjj close guard karel “ silver fox ” pravec
1495,"['best', 'armbar', '(', 'arm', 'lock', ')', 'mount', 'dave', 'camarillo']",best armbar ( arm lock ) mount dave camarillo
1496,"['best', 'fat', 'loss', 'expert', 'world', 'explain', 'get', 'motivate', 'lose', 'weight', 'jordan', 'syatt']",best fat loss expert world explain get motivate lose weight jordan syatt
1497,"['efficient', 'bjj', 'armbar', '(', 'arm', 'lock', ')', 'dave', 'camarillo']",efficient bjj armbar ( arm lock ) dave camarillo
1498,"['basic', 'principles', 'butterfly', 'open', 'guard', 'gordon', 'ryan']",basic principles butterfly open guard gordon ryan
1499,"['effective', 'submission', 'bjj', 'triangle', 'armlock', 'gordon', 'ryan']",effective submission bjj triangle armlock gordon ryan
1500,"['front', 'kick', 'anderson', 'silva', 'use', 'vitor', 'belfort']",front kick anderson silva use vitor belfort
1501,"['prepare', 'mind', 'fight', 'teddy', 'atlas', '(', 'one', 'best', 'box', 'coach', 'history', ')']",prepare mind fight teddy atlas ( one best box coach history )
1502,"['advice', 'bjj', 'white', 'belt', 'feel', 'opponents', 'stronger', 'question', 'j']",advice bjj white belt feel opponents stronger question j
1503,"['advice', 'bjj', 'white', 'belt', 'go', 'first', 'jiu', 'jitsu', 'competition', '-', 'question', 'alex', 'kamps']",advice bjj white belt go first jiu jitsu competition - question alex kamps
1504,"['bjj', 'white', 'belt', 'beginner', 'focus', 'roll', '-', 'question', 'jordan', 'vladov']",bjj white belt beginner focus roll - question jordan vladov
1505,"['make', 'best', 'use', 'bjj', 'train', 'time', '-', 'question', 'kyle', 'yu', '&', 'matthew', 'levy']",make best use bjj train time - question kyle yu & matthew levy
1506,"['bjj', 'purple', 'belt', 'sometimes', 'feel', 'like', 'bjj', 'blue', 'belt', '-', 'question', 'carlos', 'grana']",bjj purple belt sometimes feel like bjj blue belt - question carlos grana
1507,"['advice', '40+', 'bjj', 'blue', 'belt', '-', 'question', 'shane', 'bowl']",advice 40+ bjj blue belt - question shane bowl
1508,"['biggest', 'mistake', 'bjj', 'white', 'belt', '-', 'question', 'alex', 'delannoy']",biggest mistake bjj white belt - question alex delannoy
1509,"['weakest', 'part', 'bjj', 'pass', '-', 'question', 'pablo']",weakest part bjj pass - question pablo
1510,"['huge', 'honor', 'tee']",huge honor tee
1511,"['ever', 'go', 'compete', 'bjj', '?', '-', 'question', 'tan', '23']",ever go compete bjj ? - question tan 23
1512,"['advice', 'bjj', 'beginner', 'injury', '-', 'question', 'ng87', 'bjj']",advice bjj beginner injury - question ng87 bjj
1513,"['ama', '-', 'ask', 'anything', '-', 'bernardo', 'faria']",ama - ask anything - bernardo faria
1514,"['perfect', 'jiu', 'jitsu', 'half', 'guard', 'pass', 'john', 'danaher']",perfect jiu jitsu half guard pass john danaher
1515,"['leave', 'headlock', 'wrestle', 'takedown', 'pat', 'downey']",leave headlock wrestle takedown pat downey
1516,"['day', 'john', 'danaher', 'put', 'sleep', 'jiu', 'jitsu', 'strangle', '(', 'bjj', 'choke', ')']",day john danaher put sleep jiu jitsu strangle ( bjj choke )
1517,"['best', 'wrestle', 'fireman', ""'s"", 'carry', '2', '1', 'boris', 'novachkov']",best wrestle fireman 's carry 2 1 boris novachkov
1518,"['dynamic', 'pin', 'brazilian', 'jiu', 'jitsu', 'john', 'danaher']",dynamic pin brazilian jiu jitsu john danaher
1519,"['deadly', 'grapple', 'choke', 'cradle', 'position', 'neil', 'melanson']",deadly grapple choke cradle position neil melanson
1520,"['perfect', 'imanari', 'roll', 'masakazu', 'imanari']",perfect imanari roll masakazu imanari
1521,"['pass', 'de', 'la', 'riva', 'guard', 'go', 'straight', 'armbar', 'amaury', 'bitetti']",pass de la riva guard go straight armbar amaury bitetti
1522,"['new', 'grapple', '(', 'jiu', 'jitsu', ')', 'submission', 'k-guard', 'neil', 'melanson']",new grapple ( jiu jitsu ) submission k-guard neil melanson
1523,"['efficient', 'bjj', 'straight', 'foot', 'lock', '(', 'straight', 'ankle', 'lock', ')', 'gi', 'masakazu', 'imanari']",efficient bjj straight foot lock ( straight ankle lock ) gi masakazu imanari
1524,"['’', 'train', 'jiu', 'jitsu', '(', 'coronavirus', ')', 'john', 'danaher']",’ train jiu jitsu ( coronavirus ) john danaher
1525,"['unique', 'way', 'sweep', 'one', 'leg', 'x', 'guard', '(', 'single', 'x', ')', 'mix', 'spider', 'guard', 'jonnatas', 'gracie']",unique way sweep one leg x guard ( single x ) mix spider guard jonnatas gracie
1526,"['different', 'way', 'attack', 'back', 'half', 'guard', 'matheus', 'gonzaga']",different way attack back half guard matheus gonzaga
1527,"['jiu', 'jitsu', 'lasso', 'guard', 'heavier', 'opponents', 'jonnatas', 'gracie']",jiu jitsu lasso guard heavier opponents jonnatas gracie
1528,"['precise', 'jiu', 'jitsu', 'back', 'take', 'lucas', 'lepri']",precise jiu jitsu back take lucas lepri
1529,"['precise', 'jiu', 'jitsu', 'guard', 'pass', '(', 'knee', 'cut', ')', 'lucas', 'lepri']",precise jiu jitsu guard pass ( knee cut ) lucas lepri
1530,"['perfect', 'north', 'south', 'choke', 'marcelo', 'garcia']",perfect north south choke marcelo garcia
1531,"['always', 'say', '“', 'huge', 'honor', '”', '-', 'bernardo', 'faria']",always say “ huge honor ” - bernardo faria
1532,"['new', 'way', 'guard', 'pass', 'gi', '-', '50/50', 'arm', 'leo', 'vieira']",new way guard pass gi - 50/50 arm leo vieira
1533,"['victors', 'roll', '-', 'effective', 'bjj', 'submission', 'everyone', 'know', '-', 'garry', 'tonon']",victors roll - effective bjj submission everyone know - garry tonon
1534,"['effective', 'lapel', 'guard', 'sweep', 'kauan', 'barboza']",effective lapel guard sweep kauan barboza
1535,"['pass', 'reverse', 'de', 'la', 'riva', 'tarsis', 'humphreys']",pass reverse de la riva tarsis humphreys
1536,"['famous', 'back', 'take', 'jiu', 'jitsu', '(', 'back', 'attack', ')', 'leo', 'vieira']",famous back take jiu jitsu ( back attack ) leo vieira
1537,"['fastest', 'submission', 'adcc', '2019', '(', 'invert', 'heel', 'hook', ')', 'garry', 'tonon']",fastest submission adcc 2019 ( invert heel hook ) garry tonon
1538,"['bjj', 'turtle', 'position', 'kneebar', 'tarsis', 'humphreys']",bjj turtle position kneebar tarsis humphreys
1539,"['cross', 'fit', 'game', 'champion', 'talk', 'fitness', 'bjj', 'jason', 'khalipa']",cross fit game champion talk fitness bjj jason khalipa
1540,"['different', 'heel', 'hook', 'gokor', 'chivichyan']",different heel hook gokor chivichyan
1541,"['great', 'leg', 'attack', 'sequence', '50/50', '(', 'toe', 'hold', '&', 'knee', 'bar', ')', 'tarsis', 'humphreys']",great leg attack sequence 50/50 ( toe hold & knee bar ) tarsis humphreys
1542,"['best', 'double', 'leg', 'takedown', 'jiu', 'jitsu', 'marcus', '“', 'buchecha', '”', 'almeida']",best double leg takedown jiu jitsu marcus “ buchecha ” almeida
1543,"['master', 'rubber', 'guard', 'eddie', 'bravo']",master rubber guard eddie bravo
1544,"['bjj', 'butterfly', 'guard', '-', 'important', 'principles', 'marcelo', 'garcia']",bjj butterfly guard - important principles marcelo garcia
1545,"['5', 'tip', 'pass', 'guard', 'john', 'danaher']",5 tip pass guard john danaher
1546,"['excellent', 'gi', 'back', 'attack', 'dante', 'leon']",excellent gi back attack dante leon
1547,"['deadly', 'jiu', 'jitsu', 'wrist', 'lock', 'street', '(', 'self', 'defense', ')', 'márcio', '``', 'macarrão', ""''"", 'stambowsky']",deadly jiu jitsu wrist lock street ( self defense ) márcio `` macarrão '' stambowsky
1548,"['easy', 'bjj', 'close', 'guard', 'sweep', 'deborah', 'gracie']",easy bjj close guard sweep deborah gracie
1549,"['five', 'efficient', 'wrist', 'lock', 'bjj', 'close', 'guard', 'márcio', '``', 'macarrão', ""''"", 'stambowsky']",five efficient wrist lock bjj close guard márcio `` macarrão '' stambowsky
1550,"['best', 'self', 'defense', 'techniques', 'women', 'deborah', 'gracie']",best self defense techniques women deborah gracie
1551,"['killer', 'wrist', 'lock', 'sequence', 'bjj', 'mount', 'márcio', '``', 'macarrão', ""''"", 'stambowsky']",killer wrist lock sequence bjj mount márcio `` macarrão '' stambowsky
1552,"['jiu', 'jitsu', 'vs', 'wrestle', '-', 'understand', 'turtle', 'position', 'gordon', 'ryan']",jiu jitsu vs wrestle - understand turtle position gordon ryan
1553,"['amaze', 'monoplata', 'triangle', 'choke', 'jt', 'torres']",amaze monoplata triangle choke jt torres
1554,"['great', 'single', 'leg', 'bjj', 'sit', 'guard', 'giancarlo', 'bodoni']",great single leg bjj sit guard giancarlo bodoni
1555,"['important', 'skills', 'need', 'bjj', 'blue', 'belt', 'john', 'danaher']",important skills need bjj blue belt john danaher
1556,"['best', 'way', 'pass', 'bjj', 'guard', 'andre', 'galvao']",best way pass bjj guard andre galvao
1557,"['bjj', 'triangle', 'choke', 'side', 'control', 'matheus', 'gonzaga']",bjj triangle choke side control matheus gonzaga
1558,"['perform', 'perfect', 'rear', 'naked', 'choke', 'john', 'danaher']",perform perfect rear naked choke john danaher
1559,"['simple', 'efficient', 'armbar', 'bjj', 'close', 'guard', 'giancarlo', 'bodoni']",simple efficient armbar bjj close guard giancarlo bodoni
1560,"['best', 'single', 'leg', 'takedown', 'brazilian', 'jiu', 'jitsu', 'andre', 'galvao']",best single leg takedown brazilian jiu jitsu andre galvao
1561,"['efficient', 'knee', 'cut', 'bjj', 'guard', 'pass', 'gi', 'jt', 'torres']",efficient knee cut bjj guard pass gi jt torres
1562,"['efficient', 'straight', 'foot', 'lock', 'luiz', 'panza']",efficient straight foot lock luiz panza
1563,"['understand', 'open', 'guard', 'bjj', 'john', 'danaher']",understand open guard bjj john danaher
1564,"['efficient', 'triangle', 'choke', 'start', 'knees', 'jeff', 'glover']",efficient triangle choke start knees jeff glover
1565,"['never', 'get', 'sweep', 'augusto', '“', 'tanquinho', '”', 'mend']",never get sweep augusto “ tanquinho ” mend
